RH|P|C41996,591202
RH|P|C16339,591202
RH|P|C35279,591202
RH|P|C27244,591202
RH|P|C9807,591202
RH|P|C37220,591202
RH|P|C7826,591202
RH|P|C21835,591202
RH|P|C24413,591202
RH|P|C19885,591202
RH|P|C5253,591202
RH|P|C4673,591202
RH|P|C26974,591202
RH|P|C28586,591202
RH|P|C21741,591202
RH|P|C20829,591202
RH|P|C25055,591202
RH|P|C15193,591202
RH|P|C509,591202
RH|P|C34204,591202
RH|P|C40,591202
RH|P|C27552,591202
RH|P|C10453,591202
RH|P|C29193,591202
RH|P|C5520,591202
RH|P|C23414,591202
RH|P|C13755,591202
RH|P|C2072,591202
RH|P|C12154,591202
RH|P|C28357,591202
RH|P|C8813,591202
RH|P|C32102,591202
RH|P|C20844,591202
RH|P|C22752,591202
RH|P|C25882,591202
RH|P|C32017,591202
RH|P|C11272,591202
RH|P|C15146,591202
RH|P|C272,591202
RH|P|C3286,591202
RH|P|C9509,591202
RH|P|C8582,591202
RH|P|C39698,591202
RH|P|C1953,591202
RH|P|C26316,591202
RH|P|C29499,591202
RH|P|C33848,591202
RH|P|C29388,33882
RH|P|C2692,33882
RH|P|C15928,33882
RH|P|C12327,33882
RH|P|C20578,33882
RH|P|C29603,33882
RH|P|C18400,33882
RH|P|C16681,33882
RH|P|C36851,33882
RH|P|C33105,33882
RH|P|C35398,33882
RH|P|C18561,33882
RH|P|C11217,33882
RH|P|C5666,33882
RH|P|C15090,33882
RH|P|C6493,33882
RH|P|C11718,33882
RH|P|C38227,33882
RH|P|C5745,33882
RH|P|C17134,33882
RH|P|C18973,33882
RH|P|C12094,33882
RH|P|C5525,33882
RH|P|C7163,33882
RH|P|C28831,33882
RH|P|C30767,33882
RH|P|C34742,33882
RH|P|C14567,33882
RH|P|C2894,33882
RH|P|C32474,33882
RH|P|C35380,33882
RH|P|C39067,33882
RH|P|C22460,33882
RH|P|C41386,33882
RH|P|C34966,33882
RH|P|C17120,33882
RH|P|C32052,33882
RH|P|C3762,33882
RH|P|C14585,33882
RH|P|C14835,33882
RH|P|C38815,33882
RH|P|C17151,33882
RH|P|C41656,33882
RH|P|C31759,33882
RH|P|C15470,33882
RH|P|C2383,33882
RH|P|C2185,33882
RH|P|C13111,32644
RH|P|C26132,1449332
RH|P|C720,1449332
RH|P|C14351,1449332
RH|P|C13205,1449332
RH|P|C36536,1449332
RH|P|C27768,1449332
RH|P|C33151,1449332
RH|P|C37550,1449332
RH|P|C6313,1449332
RH|P|C24331,1449332
RH|P|C39118,1449332
RH|P|C37619,1449332
RH|P|C5412,1449332
RH|P|C24985,1449332
RH|P|C33503,1449332
RH|P|C41591,1449332
RH|P|C2812,1449332
RH|P|C1320,1449332
RH|P|C20405,1449332
RH|P|C21234,1449332
RH|P|C24961,1449332
RH|P|C27915,1449332
RH|P|C15827,1449332
RH|P|C6849,1449332
RH|P|C17293,1449332
RH|P|C19842,1449332
RH|P|C18046,1449332
RH|P|C24482,1449332
RH|P|C37925,1449332
RH|P|C10028,1449332
RH|P|C41730,1449332
RH|P|C24895,1449332
RH|P|C33052,1449332
RH|P|C30129,1449332
RH|P|C4992,1449332
RH|P|C29346,1449332
RH|P|C40381,1449332
RH|P|C18422,1449332
RH|P|C20816,1449332
RH|P|C38255,1449332
RH|P|C9412,1449332
RH|P|C2544,1449332
RH|P|C15393,1449332
RH|P|C10535,1449332
RH|P|C3559,1449332
RH|P|C3176,1449332
RH|P|C3649,1449332
RH|P|C19468,1449332
RH|P|C17295,1449332
RH|P|C4604,1449332
RH|P|C35610,1449332
RH|P|C16716,1449332
RH|P|C4589,1449332
RH|P|C27034,1449332
RH|P|C31244,1449332
RH|P|C37558,1449332
RH|P|C21091,1449332
RH|P|C41478,1449332
RH|P|C26328,1449332
RH|P|C14564,1449332
RH|P|C28745,1449332
RH|P|C30667,1449332
RH|P|C770,1449332
RH|P|C23131,1449332
RH|P|C2244,1449332
RH|P|C20978,1449332
RH|P|C13340,1449332
RH|P|C10856,1449332
RH|P|C31649,1449332
RH|P|C28698,1449332
RH|P|C12962,1449332
RH|P|C26349,1449332
RH|P|C24847,1449332
RH|P|C16678,1449332
RH|P|C22490,1449332
RH|P|C33708,1449332
RH|P|C21440,1449332
RH|P|C2906,1449332
RH|P|C24595,1449332
RH|P|C16978,1449332
RH|P|C27703,1449332
RH|P|C39708,1449332
RH|P|C10830,1449332
RH|P|C19696,1449332
RH|P|C17735,1449332
RH|P|C26497,1449332
RH|P|C5365,1449332
RH|P|C26459,1449332
RH|P|C1053,1449332
RH|P|C1592,1449332
RH|P|C9038,1449332
RH|P|C15224,1449332
RH|P|C16797,1449332
RH|P|C29856,45202
RH|P|C41245,351343
RH|P|C16053,351343
RH|P|C35263,351343
RH|P|C23118,351343
RH|P|C22743,351343
RH|P|C22165,351343
RH|P|C323,351343
RH|P|C35932,351343
RH|P|C27350,351343
RH|P|C18125,351343
RH|P|C14935,351343
RH|P|C36336,351343
RH|P|C34298,351343
RH|P|C40052,351343
RH|P|C27594,351343
RH|P|C15260,351343
RH|P|C21858,351343
RH|P|C35470,351343
RH|P|C1765,351343
RH|P|C34437,351343
RH|P|C5233,351343
RH|P|C7689,351343
RH|P|C13016,351343
RH|P|C28633,351343
RH|P|C25126,351343
RH|P|C2280,351343
RH|P|C31829,351343
RH|P|C17573,351343
RH|P|C5392,351343
RH|P|C4165,351343
RH|P|C15629,351343
RH|P|C3764,351343
RH|P|C15660,351343
RH|P|C33046,351343
RH|P|C15089,351343
RH|P|C18302,351343
RH|P|C406,351343
RH|P|C30217,351343
RH|P|C9994,351343
RH|P|C9958,351343
RH|P|C16589,351343
RH|P|C1560,351343
RH|P|C7308,351343
RH|P|C6529,351343
RH|P|C5059,351343
RH|P|C16743,351343
RH|P|C25012,351343
RH|P|C22469,351343
RH|P|C5183,351343
RH|P|C34757,351343
RH|P|C35579,351343
RH|P|C33251,351343
RH|P|C20675,351343
RH|P|C7379,351343
RH|P|C14105,351343
RH|P|C38096,351343
RH|P|C28492,351343
RH|P|C23419,351343
RH|P|C33774,351343
RH|P|C28045,351343
RH|P|C23580,351343
RH|P|C13539,351343
RH|P|C7567,351343
RH|P|C21225,351343
RH|P|C14303,351343
RH|P|C23353,351343
RH|P|C6978,351343
RH|P|C29907,351343
RH|P|C38994,32644
RH|P|C41229,45202
RH|P|C20966,33886
RH|P|C488,33886
RH|P|C17640,33886
RH|P|C30438,33886
RH|P|C38519,33886
RH|P|C33979,33886
RH|P|C11352,33886
RH|P|C37864,33886
RH|P|C28997,33886
RH|P|C27879,33886
RH|P|C10912,33886
RH|P|C12676,33886
RH|P|C33388,33886
RH|P|C1935,33886
RH|P|C7912,33886
RH|P|C574,33886
RH|P|C6128,33886
RH|P|C14975,33886
RH|P|C9523,33886
RH|P|C26644,33886
RH|P|C37240,33886
RH|P|C27145,33886
RH|P|C36810,33886
RH|P|C34891,33886
RH|P|C26203,33886
RH|P|C28788,33886
RH|P|C8400,33886
RH|P|C30630,33886
RH|P|C22162,33886
RH|P|C18079,33886
RH|P|C23800,33886
RH|P|C5635,33886
RH|P|C13969,33886
RH|P|C10365,33886
RH|P|C32361,33886
RH|P|C17196,33886
RH|P|C31406,33886
RH|P|C14868,33886
RH|P|C6139,33886
RH|P|C2702,33886
RH|P|C31111,33886
RH|P|C21235,33886
RH|P|C19633,33886
RH|P|C33657,33886
RH|P|C35767,33886
RH|P|C25019,33886
RH|P|C6530,33886
RH|P|C10039,33886
RH|P|C10452,33886
RH|P|C14209,33886
RH|P|C3917,33886
RH|P|C25995,33886
RH|P|C7524,33886
RH|P|C37748,33886
RH|P|C39281,33886
RH|P|C38996,33886
RH|P|C6117,33886
RH|P|C32431,33886
RH|P|C9825,33886
RH|P|C17995,33886
RH|P|C17462,33886
RH|P|C25109,33886
RH|P|C26508,33886
RH|P|C36801,33886
RH|P|C38134,33886
RH|P|C38172,33886
RH|P|C10292,33886
RH|P|C35995,33886
RH|P|C22751,33886
RH|P|C36120,33886
RH|P|C8123,33886
RH|P|C21058,33886
RH|P|C32534,33886
RH|P|C27113,33886
RH|P|C3047,33886
RH|P|C20443,33886
RH|P|C6932,33886
RH|P|C25430,33886
RH|P|C11959,33886
RH|P|C15163,33886
RH|P|C31300,33886
RH|P|C8890,33886
RH|P|C38639,33886
RH|P|C34921,33886
RH|P|C6480,33886
RH|P|C19006,33886
RH|P|C9951,33886
RH|P|C2104,33886
RH|P|C6632,33886
RH|P|C28590,33886
RH|P|C8105,33886
RH|P|C25236,33886
RH|P|C7324,33886
RH|P|C521,33886
RH|P|C32334,33886
RH|P|C12594,33886
RH|P|C33900,33886
RH|P|C12778,33886
RH|P|C1343,33886
RH|P|C22911,33886
RH|P|C2136,33886
RH|P|C23941,33886
RH|P|C25219,33886
RH|P|C32,33886
RH|P|C34427,33886
RH|P|C16753,33886
RH|P|C10174,33886
RH|P|C8083,33886
RH|P|C18443,33886
RH|P|C13193,33886
RH|P|C39464,33886
RH|P|C1090,33886
RH|P|C25221,33886
RH|P|C6791,33886
RH|P|C33544,33886
RH|P|C18668,33886
RH|P|C2326,33886
RH|P|C6319,33886
RH|P|C31546,33886
RH|P|C37172,33886
RH|P|C13172,33886
RH|P|C12570,33886
RH|P|C13669,33886
RH|P|C30483,33886
RH|P|C36459,33886
RH|P|C22786,33886
RH|P|C20045,33886
RH|P|C15736,33886
RH|P|C34177,33886
RH|P|C24530,33886
RH|P|C28597,33886
RH|P|C16151,33886
RH|P|C8275,33886
RH|P|C33643,33886
RH|P|C17116,33886
RH|P|C35847,33886
RH|P|C3568,33886
RH|P|C24229,33886
RH|P|C36912,33886
RH|P|C32183,33886
RH|P|C10646,33886
RH|P|C34813,33886
RH|P|C38511,33886
RH|P|C26730,33886
RH|P|C26648,33886
RH|P|C39383,33886
RH|P|C20927,33886
RH|P|C37189,33886
RH|P|C39459,33886
RH|P|C3860,33886
RH|P|C1703,33886
RH|P|C28263,33886
RH|P|C27224,33886
RH|P|C25386,33886
RH|P|C35212,33886
RH|P|C38372,33886
RH|P|C22060,33886
RH|P|C27500,33886
RH|P|C34770,33886
RH|P|C2453,33886
RH|P|C21054,33886
RH|P|C22839,33886
RH|P|C15542,33886
RH|P|C35732,33886
RH|P|C10695,33886
RH|P|C3868,33886
RH|P|C18844,33886
RH|P|C16266,33886
RH|P|C30739,33886
RH|P|C11299,33886
RH|P|C21698,33886
RH|P|C718,33886
RH|P|C41317,33886
RH|P|C10739,33886
RH|P|C19182,33886
RH|P|C3529,33886
RH|P|C20801,33886
RH|P|C37323,33886
RH|P|C9392,33886
RH|P|C31626,33886
RH|P|C39235,33886
RH|P|C14938,33886
RH|P|C7390,33886
RH|P|C36811,33886
RH|P|C11572,33886
RH|P|C6770,33886
RH|P|C40109,33886
RH|P|C16990,33886
RH|P|C14985,33886
RH|P|C7550,33886
RH|P|C18495,33886
RH|P|C31927,33886
RH|P|C28399,33886
RH|P|C4931,33886
RH|P|C28985,33886
RH|P|C41629,33886
RH|P|C21683,33886
RH|P|C3314,33886
RH|P|C20367,33886
RH|P|C31037,33886
RH|P|C9277,33886
RH|P|C24035,33886
RH|P|C11056,33886
RH|P|C22348,33886
RH|P|C25093,33886
RH|P|C6007,33886
RH|P|C16083,33886
RH|P|C18141,33886
RH|P|C36032,33886
RH|P|C28073,33886
RH|P|C20836,33886
RH|P|C31386,33886
RH|P|C29926,33886
RH|P|C31254,33886
RH|P|C40413,33886
RH|P|C38549,33886
RH|P|C29227,33886
RH|P|C20531,33886
RH|P|C32351,33886
RH|P|C22107,33886
RH|P|C2015,33886
RH|P|C2337,33886
RH|P|C24452,33886
RH|P|C14418,33886
RH|P|C12273,33886
RH|P|C37432,33886
RH|P|C38464,33886
RH|P|C36270,33886
RH|P|C37917,33886
RH|P|C36614,33886
RH|P|C19573,33886
RH|P|C23162,33886
RH|P|C25783,33886
RH|P|C40519,33886
RH|P|C20884,33886
RH|P|C12300,33886
RH|P|C35582,33886
RH|P|C6973,33886
RH|P|C39963,33886
RH|P|C32197,33886
RH|P|C38491,33886
RH|P|C14173,33886
RH|P|C36149,33886
RH|P|C17006,33886
RH|P|C18454,33886
RH|P|C21488,33886
RH|P|C35998,33886
RH|P|C39675,33886
RH|P|C41995,33886
RH|P|C10516,33886
RH|P|C30573,33886
RH|P|C40153,33886
RH|P|C34691,33886
RH|P|C31761,33886
RH|P|C12801,33886
RH|P|C24971,33886
RH|P|C28358,33886
RH|P|C30905,33886
RH|P|C1188,33886
RH|P|C35384,33886
RH|P|C11464,33886
RH|P|C38060,33886
RH|P|C24646,33886
RH|P|C41252,33886
RH|P|C37865,33886
RH|P|C26012,33886
RH|P|C22646,33886
RH|P|C32078,33886
RH|P|C26439,33886
RH|P|C31675,33886
RH|P|C8636,33886
RH|P|C9791,33886
RH|P|C13801,33886
RH|P|C33995,33886
RH|P|C14299,33886
RH|P|C15131,33886
RH|P|C26492,33886
RH|P|C16691,33886
RH|P|C41780,33886
RH|P|C35594,33886
RH|P|C27669,33886
RH|P|C39065,33886
RH|P|C30891,33886
RH|P|C23104,33886
RH|P|C7336,33886
RH|P|C40559,33886
RH|P|C38371,33886
RH|P|C31323,33886
RH|P|C31397,33886
RH|P|C14492,33886
RH|P|C18834,33886
RH|P|C31000,33886
RH|P|C32205,33886
RH|P|C33922,33886
RH|P|C5796,33886
RH|P|C10289,33886
RH|P|C37504,33886
RH|P|C32552,33886
RH|P|C4236,33886
RH|P|C33345,33886
RH|P|C32341,33886
RH|P|C6942,33886
RH|P|C38743,33886
RH|P|C34817,33886
RH|P|C28214,33886
RH|P|C7970,33886
RH|P|C12015,33886
RH|P|C16096,33886
RH|P|C40906,33886
RH|P|C31205,33886
RH|P|C13809,33886
RH|P|C38942,33886
RH|P|C2317,33886
RH|P|C23229,33886
RH|P|C16143,33886
RH|P|C7927,33886
RH|P|C23675,33886
RH|P|C34716,33886
RH|P|C23039,33886
RH|P|C20749,33886
RH|P|C13445,33886
RH|P|C29674,245876
RH|P|C11589,245876
RH|P|C36405,245876
RH|P|C21116,245876
RH|P|C40098,245876
RH|P|C34005,245876
RH|P|C22576,245876
RH|P|C1231,245876
RH|P|C28283,32644
RH|P|C26516,12916
RH|P|C25415,12916
RH|P|C27550,12916
RH|P|C5332,12916
RH|P|C11453,12916
RH|P|C1272,12916
RH|P|C31235,12916
RH|P|C862,12916
RH|P|C32228,12916
RH|P|C22874,12916
RH|P|C6293,12916
RH|P|C37391,12916
RH|P|C37873,12916
RH|P|C1833,12916
RH|P|C18543,12916
RH|P|C8932,12916
RH|P|C29722,12916
RH|P|C4253,12916
RH|P|C16081,12916
RH|P|C24373,12916
RH|P|C29865,12916
RH|P|C202,12916
RH|P|C31998,12916
RH|P|C5793,12916
RH|P|C14643,12916
RH|P|C13747,12916
RH|P|C67,12916
RH|P|C37364,12916
RH|P|C29493,12916
RH|P|C8568,12916
RH|P|C8417,12916
RH|P|C24176,12916
RH|P|C37361,12916
RH|P|C29823,12916
RH|P|C19832,12916
RH|P|C24917,12916
RH|P|C33751,12916
RH|P|C4279,12916
RH|P|C12002,12916
RH|P|C3879,12916
RH|P|C3528,12916
RH|P|C36600,12916
RH|P|C35677,45202
RH|P|C18778,44249
RH|P|C38185,44249
RH|P|C24608,44249
RH|P|C19498,44249
RH|P|C30814,44249
RH|P|C31634,44249
RH|P|C3643,44249
RH|P|C13279,44249
RH|P|C30055,44249
RH|P|C19765,44249
RH|P|C4667,44249
RH|P|C39973,44249
RH|P|C25712,44249
RH|P|C2968,44249
RH|P|C28889,44249
RH|P|C19494,44249
RH|P|C7339,44249
RH|P|C23173,44249
RH|P|C11178,44249
RH|P|C14720,44249
RH|P|C5078,44249
RH|P|C28740,44249
RH|P|C1878,44249
RH|P|C20178,44249
RH|P|C25638,44249
RH|P|C14578,44249
RH|P|C37187,44249
RH|P|C6890,44249
RH|P|C37058,44249
RH|P|C2479,44249
RH|P|C15492,44249
RH|P|C14820,44249
RH|P|C22389,44249
RH|P|C556,44249
RH|P|C11343,44249
RH|P|C5731,44249
RH|P|C23085,44249
RH|P|C27262,44249
RH|P|C15123,44249
RH|P|C16662,44249
RH|P|C7456,44249
RH|P|C31285,44249
RH|P|C36165,44249
RH|P|C41620,44249
RH|P|C33247,44249
RH|P|C10120,44249
RH|P|C1367,44249
RH|P|C7656,44249
RH|P|C37723,44249
RH|P|C31256,44249
RH|P|C41738,44249
RH|P|C23721,44249
RH|P|C13577,44249
RH|P|C30167,44249
RH|P|C26039,44249
RH|P|C13649,44249
RH|P|C33189,44249
RH|P|C19380,44249
RH|P|C41020,44249
RH|P|C17574,44249
RH|P|C11738,44249
RH|P|C1486,44249
RH|P|C8365,44249
RH|P|C42021,44249
RH|P|C33638,44249
RH|P|C1620,44249
RH|P|C16747,44249
RH|P|C33866,44249
RH|P|C41520,44249
RH|P|C30779,44249
RH|P|C35909,44249
RH|P|C25969,44249
RH|P|C38127,44249
RH|P|C30685,44249
RH|P|C22056,44249
RH|P|C26986,44249
RH|P|C28360,44249
RH|P|C26066,44249
RH|P|C2815,44249
RH|P|C36258,44249
RH|P|C6891,44249
RH|P|C3916,44249
RH|P|C23192,44249
RH|P|C34424,44249
RH|P|C4552,44249
RH|P|C31176,44249
RH|P|C9834,44249
RH|P|C17836,44249
RH|P|C17630,44249
RH|P|C4411,44249
RH|P|C27169,44249
RH|P|C7234,44249
RH|P|C22170,44249
RH|P|C36628,44249
RH|P|C32108,44249
RH|P|C17041,44249
RH|P|C29974,44249
RH|P|C3638,44249
RH|P|C30519,44249
RH|P|C35042,44249
RH|P|C30529,44249
RH|P|C39835,44249
RH|P|C5524,44249
RH|P|C34081,44249
RH|P|C25050,44249
RH|P|C30925,44249
RH|P|C11750,44249
RH|P|C8614,44249
RH|P|C10672,44249
RH|P|C29225,44249
RH|P|C21678,44249
RH|P|C35538,44249
RH|P|C4312,44249
RH|P|C31198,44249
RH|P|C22038,44249
RH|P|C6723,44249
RH|P|C35575,44249
RH|P|C22294,44249
RH|P|C5715,44249
RH|P|C22633,44249
RH|P|C40755,44249
RH|P|C28950,44249
RH|P|C21851,44249
RH|P|C4529,44249
RH|P|C28162,32644
RH|P|C6041,190323
RH|P|C11968,190323
RH|P|C17863,190323
RH|P|C18151,190323
RH|P|C20248,190323
RH|P|C20005,190323
RH|P|C6072,190323
RH|P|C13480,190323
RH|P|C25388,190323
RH|P|C27383,190323
RH|P|C30631,190323
RH|P|C3962,190323
RH|P|C28082,190323
RH|P|C25429,190323
RH|P|C30981,190323
RH|P|C1708,190323
RH|P|C34423,33882
RH|P|C418,33882
RH|P|C30521,33882
RH|P|C28319,33882
RH|P|C39354,33882
RH|P|C24159,33882
RH|P|C8237,33882
RH|P|C36502,33882
RH|P|C76,33882
RH|P|C15612,33882
RH|P|C3309,33882
RH|P|C32192,33882
RH|P|C31087,33882
RH|P|C38649,33882
RH|P|C39110,33882
RH|P|C20352,33882
RH|P|C9198,33882
RH|P|C29163,33882
RH|P|C30183,33882
RH|P|C12378,45202
RH|P|C9022,75309
RH|P|C1889,75309
RH|P|C19093,75309
RH|P|C10182,75309
RH|P|C9067,75309
RH|P|C4054,75309
RH|P|C26369,75309
RH|P|C15019,75309
RH|P|C22629,75309
RH|P|C36086,75309
RH|P|C33368,75309
RH|P|C10608,75309
RH|P|C17473,75309
RH|P|C10858,32644
RH|P|C26480,32644
RH|P|C13590,45202
RH|P|C24531,45202
RH|P|C39553,407
RH|P|C5265,407
RH|P|C38588,407
RH|P|C38289,407
RH|P|C41839,407
RH|P|C1730,407
RH|P|C31009,407
RH|P|C37583,407
RH|P|C36287,407
RH|P|C31944,407
RH|P|C6768,407
RH|P|C7790,407
RH|P|C8569,407
RH|P|C10574,407
RH|P|C2539,407
RH|P|C10218,407
RH|P|C37825,407
RH|P|C8866,407
RH|P|C28269,407
RH|P|C32843,407
RH|P|C31138,407
RH|P|C24795,407
RH|P|C28451,407
RH|P|C24827,407
RH|P|C24295,407
RH|P|C4872,407
RH|P|C12489,407
RH|P|C2584,407
RH|P|C16274,407
RH|P|C17839,407
RH|P|C2431,407
RH|P|C10141,407
RH|P|C2798,407
RH|P|C28862,407
RH|P|C5062,407
RH|P|C30465,407
RH|P|C32456,407
RH|P|C14288,407
RH|P|C5572,407
RH|P|C21575,407
RH|P|C9043,407
RH|P|C37492,407
RH|P|C724,407
RH|P|C15756,407
RH|P|C25369,407
RH|P|C20427,407
RH|P|C13295,407
RH|P|C8151,407
RH|P|C10447,407
RH|P|C16746,407
RH|P|C4103,407
RH|P|C25073,407
RH|P|C16941,407
RH|P|C9259,407
RH|P|C6459,407
RH|P|C18774,407
RH|P|C34331,407
RH|P|C3583,407
RH|P|C5573,407
RH|P|C9902,407
RH|P|C23969,407
RH|P|C11129,407
RH|P|C7328,407
RH|P|C27662,407
RH|P|C1084,407
RH|P|C4968,407
RH|P|C39039,407
RH|P|C38106,407
RH|P|C22522,407
RH|P|C1184,407
RH|P|C2711,407
RH|P|C18567,407
RH|P|C26723,407
RH|P|C34213,407
RH|P|C11926,407
RH|P|C9414,407
RH|P|C1794,407
RH|P|C30933,407
RH|P|C31778,407
RH|P|C35941,407
RH|P|C8488,407
RH|P|C23682,407
RH|P|C16977,407
RH|P|C20659,407
RH|P|C34149,407
RH|P|C40605,407
RH|P|C19665,407
RH|P|C40051,407
RH|P|C28228,407
RH|P|C36158,407
RH|P|C180,407
RH|P|C38627,407
RH|P|C36914,407
RH|P|C25584,407
RH|P|C9539,407
RH|P|C31699,407
RH|P|C26521,407
RH|P|C3518,407
RH|P|C27110,407
RH|P|C22785,407
RH|P|C17094,407
RH|P|C10156,407
RH|P|C41457,407
RH|P|C27325,407
RH|P|C30612,407
RH|P|C23155,407
RH|P|C23318,407
RH|P|C1449,407
RH|P|C31521,407
RH|P|C17645,407
RH|P|C27355,407
RH|P|C36246,407
RH|P|C21448,407
RH|P|C4442,407
RH|P|C3129,407
RH|P|C37623,407
RH|P|C34312,407
RH|P|C13200,407
RH|P|C38258,407
RH|P|C9706,407
RH|P|C2904,407
RH|P|C24163,407
RH|P|C35985,407
RH|P|C3726,407
RH|P|C6657,407
RH|P|C24150,407
RH|P|C38058,407
RH|P|C11595,407
RH|P|C29234,407
RH|P|C16493,407
RH|P|C27276,407
RH|P|C36472,407
RH|P|C3343,407
RH|P|C35099,407
RH|P|C23114,407
RH|P|C6266,407
RH|P|C536,407
RH|P|C37682,407
RH|P|C30331,407
RH|P|C3273,407
RH|P|C169,407
RH|P|C41154,407
RH|P|C18166,407
RH|P|C30853,407
RH|P|C40565,407
RH|P|C1489,407
RH|P|C22100,407
RH|P|C35658,407
RH|P|C25903,407
RH|P|C1443,407
RH|P|C32621,407
RH|P|C15668,407
RH|P|C31023,407
RH|P|C13785,407
RH|P|C6643,407
RH|P|C35543,407
RH|P|C21324,407
RH|P|C11198,407
RH|P|C6267,407
RH|P|C18900,407
RH|P|C6445,407
RH|P|C24184,407
RH|P|C1439,407
RH|P|C6443,407
RH|P|C41969,407
RH|P|C4350,407
RH|P|C6123,407
RH|P|C21212,407
RH|P|C14569,407
RH|P|C796,407
RH|P|C12731,407
RH|P|C28885,407
RH|P|C19727,407
RH|P|C2741,407
RH|P|C6718,407
RH|P|C16689,407
RH|P|C28960,407
RH|P|C17341,407
RH|P|C4737,407
RH|P|C16586,407
RH|P|C35460,407
RH|P|C39384,407
RH|P|C7054,407
RH|P|C27150,407
RH|P|C37246,407
RH|P|C36672,407
RH|P|C14637,407
RH|P|C18803,407
RH|P|C36816,407
RH|P|C28949,407
RH|P|C10743,407
RH|P|C9547,407
RH|P|C27205,407
RH|P|C35809,407
RH|P|C25876,407
RH|P|C38581,407
RH|P|C10243,407
RH|P|C6979,407
RH|P|C41513,407
RH|P|C23970,407
RH|P|C25837,407
RH|P|C8736,407
RH|P|C32918,407
RH|P|C8366,407
RH|P|C32505,407
RH|P|C9882,407
RH|P|C6409,407
RH|P|C32304,407
RH|P|C35396,407
RH|P|C40651,407
RH|P|C1767,407
RH|P|C9792,407
RH|P|C36255,407
RH|P|C7093,407
RH|P|C2220,407
RH|P|C27327,407
RH|P|C1368,407
RH|P|C40043,407
RH|P|C12392,407
RH|P|C13169,407
RH|P|C33118,407
RH|P|C22709,407
RH|P|C19461,407
RH|P|C39082,407
RH|P|C24588,407
RH|P|C30748,407
RH|P|C20065,407
RH|P|C14707,407
RH|P|C26998,407
RH|P|C18773,407
RH|P|C14583,407
RH|P|C18919,407
RH|P|C12381,407
RH|P|C31081,407
RH|P|C27273,407
RH|P|C11060,407
RH|P|C29403,407
RH|P|C2753,407
RH|P|C27600,407
RH|P|C14954,407
RH|P|C2699,407
RH|P|C19698,407
RH|P|C4126,407
RH|P|C36304,407
RH|P|C40284,407
RH|P|C13065,407
RH|P|C34027,407
RH|P|C24286,407
RH|P|C12168,407
RH|P|C27394,407
RH|P|C19928,407
RH|P|C38018,407
RH|P|C18876,407
RH|P|C13376,407
RH|P|C22300,407
RH|P|C3156,407
RH|P|C22347,407
RH|P|C12008,407
RH|P|C3597,407
RH|P|C2433,407
RH|P|C10061,407
RH|P|C3573,407
RH|P|C38856,407
RH|P|C26186,407
RH|P|C3252,407
RH|P|C29479,407
RH|P|C36483,407
RH|P|C25461,407
RH|P|C19210,407
RH|P|C28135,407
RH|P|C11739,407
RH|P|C16074,407
RH|P|C33328,407
RH|P|C9424,407
RH|P|C10090,407
RH|P|C40801,407
RH|P|C10734,407
RH|P|C18950,407
RH|P|C3802,407
RH|P|C41927,407
RH|P|C419,407
RH|P|C40954,407
RH|P|C23645,407
RH|P|C13191,407
RH|P|C17451,407
RH|P|C23749,407
RH|P|C6035,407
RH|P|C16854,407
RH|P|C15000,407
RH|P|C40865,407
